id;referencia_oem;pieza;marca;modelo;motor;anio;estado;garantia;disponibilidad;precio;url
69678;4617AT60E;Caja de cambios;SKODA;Octavia;1.6 TDI;2007;Comprobada, funcionando;1 año;En stock;465,68 € + IVA;https://desguacesmadridnorte.com/69678-pieza.html
69680;1079LA11D;Cárter;CITROEN;C4;1.6 VTi;2017;Comprobada, funcionando;1 año;En stock;66,04 € + IVA;https://desguacesmadridnorte.com/69680-pieza.html
69681;6648BC70E;Caja de cambios;BMW;Serie 1;120i;2014;Comprobada, funcionando;1 año;En stock;394,81 € + IVA;https://desguacesmadridnorte.com/69681-pieza.html
69684;7440KT17D;Colector de admisión;VOLKSWAGEN;Passat;2.0 TDI;2017;Desmontada de vehículo;1 año;En stock;150,18 € + IVA;https://desguacesmadridnorte.com/69684-pieza.html
69687;5299DY58C;Aleta delantera izquierda;FORD;Focus;1.6 TDCi;2020;Comprobada, funcionando;1 año;Bajo pedido 24-48h;199,20 € + IVA;https://desguacesmadridnorte.com/69687-pieza.html
69689;8187NH45C;Puerta delantera derecha;CITROEN;C4;1.6 VTi;2017;Desmontada de vehículo;1 año;Bajo pedido 24-48h;320,97 € + IVA;https://desguacesmadridnorte.com/69689-pieza.html
69690;9837XP39C;Compresor aire acondicionado;BMW;Serie 1;118d;2012;Comprobada, funcionando;1 año;En stock;209,02 € + IVA;https://desguacesmadridnorte.com/69690-pieza.html
69693;4638AH16C;Colector de admisión;MERCEDES-BENZ;Clase A;200 CDI;2011;Sin comprobar;1 año;En stock;221,17 € + IVA;https://desguacesmadridnorte.com/69693-pieza.html
69696;3623AR25A;Cuadro de instrumentos;TOYOTA;Camry;2.5 Hybrid;2016;Comprobada, funcionando;1 año;En stock;337,93 € + IVA;https://desguacesmadridnorte.com/69696-pieza.html
69698;7222CZ77D;Airbag volante;MERCEDES-BENZ;CLA;180 CDI;2011;Desmontada de vehículo;1 año;Bajo pedido 24-48h;314,40 € + IVA;https://desguacesmadridnorte.com/69698-pieza.html
69701;4277LK85B;Motor de arranque;HYUNDAI;Tucson;2.0 CRDi;2011;Desmontada de vehículo;1 año;En stock;117,71 € + IVA;https://desguacesmadridnorte.com/69701-pieza.html
69703;8714RD27F;Cerradura puerta delantera;AUDI;Q3;1.4 TFSI;2008;Desmontada de vehículo;1 año;En stock;59,50 € + IVA;https://desguacesmadridnorte.com/69703-pieza.html
69706;9399LT79E;Capó;MERCEDES-BENZ;CLA;200 CDI;2006;Sin comprobar;1 año;En stock;103,18 € + IVA;https://desguacesmadridnorte.com/69706-pieza.html
69708;5122YT89B;Retrovisor derecho;BMW;Serie 1;120i;2009;Comprobada, funcionando;1 año;En stock;110,91 € + IVA;https://desguacesmadridnorte.com/69708-pieza.html
69709;3860JH65B;Paso de rueda trasero izquierdo;PEUGEOT;208;1.6 HDi;2016;Comprobada, funcionando;1 año;Bajo pedido 24-48h;26,56 € + IVA;https://desguacesmadridnorte.com/69709-pieza.html
69711;3703JV18C;Puerta delantera derecha;SEAT;Ibiza;1.6 TDI;2017;Desmontada de vehículo;1 año;Bajo pedido 24-48h;237,36 € + IVA;https://desguacesmadridnorte.com/69711-pieza.html
69714;9070DC69B;Airbag volante;SEAT;Ateca;1.5 TSI;2017;Sin comprobar;1 año;En stock;117,15 € + IVA;https://desguacesmadridnorte.com/69714-pieza.html
69716;7068XP33A;Cárter;CITROEN;C4;1.6 VTi;2012;Desmontada de vehículo;1 año;En stock;44,95 € + IVA;https://desguacesmadridnorte.com/69716-pieza.html
69718;1906EW38B;Cárter;TOYOTA;Camry;2.5 Hybrid;2015;Comprobada, funcionando;1 año;Bajo pedido 24-48h;112,57 € + IVA;https://desguacesmadridnorte.com/69718-pieza.html
69721;3211SP44F;Capó;FORD;Fusion;1.4 TDCi;2015;Desmontada de vehículo;1 año;En stock;102,49 € + IVA;https://desguacesmadridnorte.com/69721-pieza.html
69722;8094PF93A;Cinturón de seguridad;SKODA;Fabia;1.2 TSI;2020;Comprobada, funcionando;1 año;En stock;38,33 € + IVA;https://desguacesmadridnorte.com/69722-pieza.html
69723;6255KR77C;Alternador;PEUGEOT;208;1.4 HDi;2009;Comprobada, funcionando;1 año;En stock;95,13 € + IVA;https://desguacesmadridnorte.com/69723-pieza.html
69725;5063VZ28F;Colector de admisión;CITROEN;C3;1.4 HDi;2019;Desmontada de vehículo;1 año;En stock;90,73 € + IVA;https://desguacesmadridnorte.com/69725-pieza.html
69728;5781YP76F;Capó;AUDI;A3;1.4 TFSI;2019;Comprobada, funcionando;1 año;En stock;141,09 € + IVA;https://desguacesmadridnorte.com/69728-pieza.html
69729;6707EJ13D;Airbag volante;RENAULT;Captur;0.9 TCe;2018;Desmontada de vehículo;1 año;Bajo pedido 24-48h;76,61 € + IVA;https://desguacesmadridnorte.com/69729-pieza.html
69731;4518TC11C;Cremallera de dirección;FORD;Fusion;1.4 TDCi;2020;Sin comprobar;1 año;Bajo pedido 24-48h;151,03 € + IVA;https://desguacesmadridnorte.com/69731-pieza.html
69732;4565PE47E;Faro delantero derecho;SKODA;Fabia;1.4 TDI;2007;Comprobada, funcionando;1 año;En stock;97,86 € + IVA;https://desguacesmadridnorte.com/69732-pieza.html
69734;8226NH34D;Colector de admisión;NISSAN;Qashqai;1.5 dCi;2006;Comprobada, funcionando;1 año;En stock;90,85 € + IVA;https://desguacesmadridnorte.com/69734-pieza.html
69735;5480CG29C;Airbag volante;TOYOTA;Corolla;1.4 D-4D;2009;Desmontada de vehículo;1 año;En stock;171,69 € + IVA;https://desguacesmadridnorte.com/69735-pieza.html
69736;6046DM44D;Portón trasero;TOYOTA;Corolla;1.8 Hybrid;2021;Desmontada de vehículo;1 año;En stock;424,24 € + IVA;https://desguacesmadridnorte.com/69736-pieza.html
69737;8905JA95A;Motor de arranque;NISSAN;Juke;1.2 DIG-T;2014;Comprobada, funcionando;1 año;En stock;33,50 € + IVA;https://desguacesmadridnorte.com/69737-pieza.html
69739;2591CG84D;Faro delantero derecho;AUDI;Q3;1.4 TFSI;2006;Comprobada, funcionando;1 año;En stock;202,64 € + IVA;https://desguacesmadridnorte.com/69739-pieza.html
69740;8452PL95E;Airbag volante;KIA;Ceed;1.4 CRDi;2008;Comprobada, funcionando;1 año;En stock;122,40 € + IVA;https://desguacesmadridnorte.com/69740-pieza.html
69743;7656WJ25D;Cerradura puerta delantera;HYUNDAI;i30;1.4 CRDi;2015;Desmontada de vehículo;1 año;En stock;39,45 € + IVA;https://desguacesmadridnorte.com/69743-pieza.html
69745;5922TX79B;Retrovisor derecho;SEAT;Ibiza;1.9 TDI;2012;Desmontada de vehículo;1 año;En stock;98,96 € + IVA;https://desguacesmadridnorte.com/69745-pieza.html
69747;1922FP52C;Cinturón de seguridad;VOLKSWAGEN;Polo;1.4 TDI;2016;Comprobada, funcionando;1 año;En stock;76,65 € + IVA;https://desguacesmadridnorte.com/69747-pieza.html
69749;7215JF97D;Módulo electrónico;HYUNDAI;i30;1.6 CRDi;2016;Desmontada de vehículo;1 año;En stock;131,84 € + IVA;https://desguacesmadridnorte.com/69749-pieza.html
69750;8730QS54F;Turbo;BMW;Serie 3;320d;2020;Sin comprobar;1 año;En stock;899,00 € + IVA;https://desguacesmadridnorte.com/69750-pieza.html
69751;6712AS49D;Motor de arranque;CITROEN;C3;1.2 PureTech;2008;Comprobada, funcionando;1 año;En stock;78,41 € + IVA;https://desguacesmadridnorte.com/69751-pieza.html
69752;3028EZ55C;Colector de admisión;OPEL;Corsa;1.3 CDTI;2016;Sin comprobar;1 año;En stock;70,51 € + IVA;https://desguacesmadridnorte.com/69752-pieza.html
69755;8371NL61C;Turbo;CITROEN;C3;1.4 HDi;2020;Comprobada, funcionando;1 año;En stock;339,53 € + IVA;https://desguacesmadridnorte.com/69755-pieza.html
69758;8290SX73A;Motor de arranque;NISSAN;Juke;1.5 dCi;2018;Comprobada, funcionando;1 año;En stock;108,15 € + IVA;https://desguacesmadridnorte.com/69758-pieza.html
69760;2715QR58E;Centralita motor;TOYOTA;Corolla;1.8 Hybrid;2011;Desmontada de vehículo;1 año;En stock;361,13 € + IVA;https://desguacesmadridnorte.com/69760-pieza.html
69763;8859NW87E;Aleta delantera izquierda;KIA;Sportage;2.0 CRDi;2006;Comprobada, funcionando;1 año;En stock;47,33 € + IVA;https://desguacesmadridnorte.com/69763-pieza.html
69766;6570HD25B;Cinturón de seguridad;PEUGEOT;208;1.4 HDi;2019;Comprobada, funcionando;1 año;En stock;52,88 € + IVA;https://desguacesmadridnorte.com/69766-pieza.html
69768;2883BB59D;Puerta delantera derecha;TOYOTA;Corolla;1.8 Hybrid;2018;Comprobada, funcionando;1 año;En stock;241,39 € + IVA;https://desguacesmadridnorte.com/69768-pieza.html
69769;1746GA26B;Motor completo;FORD;Focus;2.0 TDCi;2007;Comprobada, funcionando;1 año;En stock;2.646,92 € + IVA;https://desguacesmadridnorte.com/69769-pieza.html
69771;1263QT70B;Radiador;SKODA;Octavia;2.0 TDI;2019;Desmontada de vehículo;1 año;En stock;142,25 € + IVA;https://desguacesmadridnorte.com/69771-pieza.html
69772;2352EC86D;Piloto trasero izquierdo;TOYOTA;Proace City;1.5 D-4D;2009;Comprobada, funcionando;1 año;En stock;35,31 € + IVA;https://desguacesmadridnorte.com/69772-pieza.html
69775;9327MJ73A;Faro delantero derecho;FORD;Focus;1.6 TDCi;2016;Desmontada de vehículo;1 año;Bajo pedido 24-48h;134,19 € + IVA;https://desguacesmadridnorte.com/69775-pieza.html
69778;1740BG49E;Portón trasero;NISSAN;Juke;1.2 DIG-T;2017;Sin comprobar;1 año;Bajo pedido 24-48h;254,78 € + IVA;https://desguacesmadridnorte.com/69778-pieza.html
69780;2565RL13F;Módulo electrónico;VOLKSWAGEN;Passat;2.0 TDI;2018;Desmontada de vehículo;1 año;En stock;230,87 € + IVA;https://desguacesmadridnorte.com/69780-pieza.html
69782;7586QJ52B;Parachoques delantero;NISSAN;Juke;1.5 dCi;2009;Desmontada de vehículo;1 año;En stock;160,17 € + IVA;https://desguacesmadridnorte.com/69782-pieza.html
69784;3796SC66D;Puerta delantera derecha;RENAULT;Megane;1.6 dCi;2010;Desmontada de vehículo;1 año;En stock;173,71 € + IVA;https://desguacesmadridnorte.com/69784-pieza.html
69786;8106RH66F;Centralita motor;FORD;Fusion;1.4 TDCi;2013;Desmontada de vehículo;1 año;En stock;219,22 € + IVA;https://desguacesmadridnorte.com/69786-pieza.html
69789;3984EP44A;Cerradura puerta delantera;FORD;Fiesta;1.0 EcoBoost;2020;Comprobada, funcionando;1 año;En stock;40,80 € + IVA;https://desguacesmadridnorte.com/69789-pieza.html
69791;9220HS26A;Puerta delantera izquierda;RENAULT;Clio;1.5 dCi;2006;Desmontada de vehículo;1 año;En stock;102,58 € + IVA;https://desguacesmadridnorte.com/69791-pieza.html
69792;8148MH97A;Centralita motor;BMW;X1;18d;2016;Desmontada de vehículo;1 año;En stock;609,00 € + IVA;https://desguacesmadridnorte.com/69792-pieza.html
69793;7536HZ50B;Faro delantero derecho;OPEL;Astra;1.6 CDTI;2009;Comprobada, funcionando;1 año;En stock;60,33 € + IVA;https://desguacesmadridnorte.com/69793-pieza.html
69795;5492EB60A;Retrovisor derecho;SKODA;Fabia;1.2 TSI;2013;Desmontada de vehículo;1 año;Bajo pedido 24-48h;140,36 € + IVA;https://desguacesmadridnorte.com/69795-pieza.html
69797;7558JC21C;Cinturón de seguridad;MERCEDES-BENZ;Clase A;200 CDI;2016;Desmontada de vehículo;1 año;Bajo pedido 24-48h;81,91 € + IVA;https://desguacesmadridnorte.com/69797-pieza.html
69798;3431ZN29F;Caja de cambios;TOYOTA;Corolla;1.8 Hybrid;2008;Sin comprobar;1 año;En stock;789,88 € + IVA;https://desguacesmadridnorte.com/69798-pieza.html
69800;3151EV11D;Cremallera de dirección;MERCEDES-BENZ;Clase A;180 CDI;2020;Desmontada de vehículo;1 año;Bajo pedido 24-48h;493,00 € + IVA;https://desguacesmadridnorte.com/69800-pieza.html
69801;1631LH42C;Retrovisor izquierdo;SEAT;Ibiza;1.9 TDI;2021;Comprobada, funcionando;1 año;Bajo pedido 24-48h;59,92 € + IVA;https://desguacesmadridnorte.com/69801-pieza.html
69802;7151AQ98B;Capó;BMW;X1;18d;2007;Comprobada, funcionando;1 año;En stock;140,57 € + IVA;https://desguacesmadridnorte.com/69802-pieza.html
69805;4338GH26B;Centralita motor;TOYOTA;Camry;2.5 Hybrid;2005;Comprobada, funcionando;1 año;Bajo pedido 24-48h;259,35 € + IVA;https://desguacesmadridnorte.com/69805-pieza.html
69807;1703DT71E;Alternador;SKODA;Octavia;1.6 TDI;2020;Comprobada, funcionando;1 año;Bajo pedido 24-48h;176,14 € + IVA;https://desguacesmadridnorte.com/69807-pieza.html
69810;3940ZH80F;Elevalunas delantero izquierdo;NISSAN;Juke;1.5 dCi;2006;Sin comprobar;1 año;Bajo pedido 24-48h;25,50 € + IVA;https://desguacesmadridnorte.com/69810-pieza.html
69811;2128NJ80D;Portón trasero;OPEL;Corsa;1.2 16v;2018;Comprobada, funcionando;1 año;Bajo pedido 24-48h;130,88 € + IVA;https://desguacesmadridnorte.com/69811-pieza.html
69813;6563QA74C;Amortiguador delantero;VOLKSWAGEN;Passat;2.0 TDI;2016;Comprobada, funcionando;1 año;Bajo pedido 24-48h;83,81 € + IVA;https://desguacesmadridnorte.com/69813-pieza.html
69814;9985YH70A;Motor completo;KIA;Sportage;1.7 CRDi;2011;Comprobada, funcionando;1 año;En stock;4.161,36 € + IVA;https://desguacesmadridnorte.com/69814-pieza.html
69815;8073NJ91C;Cinturón de seguridad;FORD;Fusion;1.4 TDCi;2005;Desmontada de vehículo;1 año;En stock;44,19 € + IVA;https://desguacesmadridnorte.com/69815-pieza.html
69818;1207JX92A;Colector de admisión;MERCEDES-BENZ;Clase A;180 CDI;2014;Sin comprobar;1 año;En stock;188,55 € + IVA;https://desguacesmadridnorte.com/69818-pieza.html
69820;8733SH89C;Puerta delantera izquierda;CITROEN;C4;1.6 HDi;2015;Comprobada, funcionando;1 año;En stock;247,58 € + IVA;https://desguacesmadridnorte.com/69820-pieza.html
69821;6613BY36C;Portón trasero;TOYOTA;Proace City;1.5 D-4D;2019;Comprobada, funcionando;1 año;Bajo pedido 24-48h;248,09 € + IVA;https://desguacesmadridnorte.com/69821-pieza.html
69824;9301RS24A;Aleta delantera izquierda;RENAULT;Megane;1.5 dCi;2021;Comprobada, funcionando;1 año;Bajo pedido 24-48h;197,61 € + IVA;https://desguacesmadridnorte.com/69824-pieza.html
69826;1704JB29D;Motor de arranque;KIA;Sportage;1.7 CRDi;2010;Comprobada, funcionando;1 año;En stock;120,07 € + IVA;https://desguacesmadridnorte.com/69826-pieza.html
69828;5178VG16B;Capó;PEUGEOT;3008;2.0 HDi;2014;Comprobada, funcionando;1 año;En stock;209,52 € + IVA;https://desguacesmadridnorte.com/69828-pieza.html
69831;7507ZW67C;Cerradura puerta delantera;SEAT;León;1.6 TDI;2021;Desmontada de vehículo;1 año;Bajo pedido 24-48h;69,09 € + IVA;https://desguacesmadridnorte.com/69831-pieza.html
69832;3021RB65C;Capó;NISSAN;Juke;1.2 DIG-T;2008;Desmontada de vehículo;1 año;En stock;72,34 € + IVA;https://desguacesmadridnorte.com/69832-pieza.html
69833;6205TW37D;Motor completo;HYUNDAI;i30;1.6 CRDi;2021;Comprobada, funcionando;1 año;Bajo pedido 24-48h;4.010,46 € + IVA;https://desguacesmadridnorte.com/69833-pieza.html
69836;1691CD33A;Elevalunas delantero izquierdo;NISSAN;Juke;1.5 dCi;2020;Desmontada de vehículo;1 año;En stock;53,85 € + IVA;https://desguacesmadridnorte.com/69836-pieza.html
69837;7948DX60F;Faro delantero derecho;SKODA;Fabia;1.4 TDI;2006;Comprobada, funcionando;1 año;En stock;80,15 € + IVA;https://desguacesmadridnorte.com/69837-pieza.html
69839;5634RJ48C;Motor completo;SKODA;Octavia;2.0 TDI;2011;Desmontada de vehículo;1 año;Bajo pedido 24-48h;1.197,62 € + IVA;https://desguacesmadridnorte.com/69839-pieza.html
69842;8622FD76F;Cárter;VOLKSWAGEN;Passat;2.0 TDI;2017;Comprobada, funcionando;1 año;En stock;131,54 € + IVA;https://desguacesmadridnorte.com/69842-pieza.html
69843;8236ED46F;Bomba de agua;RENAULT;Megane;1.6 dCi;2016;Sin comprobar;1 año;Bajo pedido 24-48h;26,72 € + IVA;https://desguacesmadridnorte.com/69843-pieza.html
69844;2869FM84A;Amortiguador delantero;SKODA;Octavia;1.6 TDI;2019;Comprobada, funcionando;1 año;Bajo pedido 24-48h;73,86 € + IVA;https://desguacesmadridnorte.com/69844-pieza.html
69845;5918TS51A;Bomba de dirección;PEUGEOT;208;1.4 HDi;2010;Comprobada, funcionando;1 año;Bajo pedido 24-48h;69,79 € + IVA;https://desguacesmadridnorte.com/69845-pieza.html
69848;1507FD18E;Cerradura puerta delantera;TOYOTA;Corolla;1.4 D-4D;2016;Desmontada de vehículo;1 año;En stock;63,57 € + IVA;https://desguacesmadridnorte.com/69848-pieza.html
69851;5700NK93A;Cremallera de dirección;PEUGEOT;308;2.0 HDi;2015;Comprobada, funcionando;1 año;En stock;164,83 € + IVA;https://desguacesmadridnorte.com/69851-pieza.html
69853;9073HF24C;Turbo;KIA;Sportage;2.0 CRDi;2009;Desmontada de vehículo;1 año;En stock;439,58 € + IVA;https://desguacesmadridnorte.com/69853-pieza.html
69856;9367PC29A;Caja de cambios;SEAT;Ibiza;1.9 TDI;2012;Comprobada, funcionando;1 año;En stock;144,50 € + IVA;https://desguacesmadridnorte.com/69856-pieza.html
69859;9593ZD35E;Piloto trasero derecho;RENAULT;Megane;1.5 dCi;2008;Desmontada de vehículo;1 año;Bajo pedido 24-48h;37,03 € + IVA;https://desguacesmadridnorte.com/69859-pieza.html
69862;5768AM17A;Colector de admisión;RENAULT;Clio;1.5 dCi;2014;Comprobada, funcionando;1 año;Bajo pedido 24-48h;38,25 € + IVA;https://desguacesmadridnorte.com/69862-pieza.html
69864;1062EL83F;Motor completo;RENAULT;Clio;1.5 dCi;2013;Comprobada, funcionando;1 año;En stock;552,50 € + IVA;https://desguacesmadridnorte.com/69864-pieza.html
69866;7899GH55C;Elevalunas delantero izquierdo;MERCEDES-BENZ;Clase E Coupé;250 CDI;2006;Desmontada de vehículo;1 año;Bajo pedido 24-48h;89,99 € + IVA;https://desguacesmadridnorte.com/69866-pieza.html
69868;6331RJ31F;Intercooler;VOLKSWAGEN;Polo;1.2 TSI;2008;Comprobada, funcionando;1 año;En stock;109,88 € + IVA;https://desguacesmadridnorte.com/69868-pieza.html
69869;2393WA55B;Puerta delantera derecha;CITROEN;C4;1.6 VTi;2008;Desmontada de vehículo;1 año;En stock;223,38 € + IVA;https://desguacesmadridnorte.com/69869-pieza.html
69872;5353MR71D;Radiador;NISSAN;Qashqai;1.5 dCi;2013;Comprobada, funcionando;1 año;Bajo pedido 24-48h;90,40 € + IVA;https://desguacesmadridnorte.com/69872-pieza.html
69875;7399AM27E;Catalizador;NISSAN;Juke;1.5 dCi;2008;Comprobada, funcionando;1 año;En stock;152,29 € + IVA;https://desguacesmadridnorte.com/69875-pieza.html
69877;2282XG43F;Puerta delantera derecha;CITROEN;C4;1.6 HDi;2008;Comprobada, funcionando;1 año;En stock;290,06 € + IVA;https://desguacesmadridnorte.com/69877-pieza.html
69878;5577SV91E;Cárter;AUDI;A4;2.0 TFSI;2011;Comprobada, funcionando;1 año;Bajo pedido 24-48h;147,72 € + IVA;https://desguacesmadridnorte.com/69878-pieza.html
69881;9619AM67B;Cárter;CITROEN;C3;1.4 HDi;2019;Desmontada de vehículo;1 año;En stock;95,06 € + IVA;https://desguacesmadridnorte.com/69881-pieza.html
69884;2773XB70B;Compresor aire acondicionado;NISSAN;Juke;1.5 dCi;2013;Comprobada, funcionando;1 año;En stock;193,82 € + IVA;https://desguacesmadridnorte.com/69884-pieza.html
69887;8231HF23B;Bomba de agua;BMW;X1;18d;2005;Sin comprobar;1 año;En stock;73,86 € + IVA;https://desguacesmadridnorte.com/69887-pieza.html
69888;8933CT64F;Puerta delantera derecha;HYUNDAI;Tucson;1.7 CRDi;2015;Comprobada, funcionando;1 año;Bajo pedido 24-48h;167,90 € + IVA;https://desguacesmadridnorte.com/69888-pieza.html
69890;1889NC15E;Faro delantero derecho;AUDI;Q3;2.0 TDI;2019;Comprobada, funcionando;1 año;Bajo pedido 24-48h;156,92 € + IVA;https://desguacesmadridnorte.com/69890-pieza.html
69891;5225XC40F;Catalizador;SKODA;Fabia;1.2 TSI;2009;Sin comprobar;1 año;En stock;103,52 € + IVA;https://desguacesmadridnorte.com/69891-pieza.html
69892;7207MT89E;Módulo electrónico;VOLKSWAGEN;Passat;1.6 TDI;2018;Comprobada, funcionando;1 año;En stock;193,13 € + IVA;https://desguacesmadridnorte.com/69892-pieza.html
69894;4237PF71F;Caja de cambios;FORD;Focus;2.0 TDCi;2011;Desmontada de vehículo;1 año;En stock;952,52 € + IVA;https://desguacesmadridnorte.com/69894-pieza.html
69897;2581QM85F;Piloto trasero izquierdo;AUDI;Q3;2.0 TDI;2010;Comprobada, funcionando;1 año;Bajo pedido 24-48h;73,91 € + IVA;https://desguacesmadridnorte.com/69897-pieza.html
69900;6044WY87E;Airbag volante;MERCEDES-BENZ;CLA;180 CDI;2013;Comprobada, funcionando;1 año;Bajo pedido 24-48h;163,35 € + IVA;https://desguacesmadridnorte.com/69900-pieza.html
69902;7134GP89C;Catalizador;FORD;Focus;1.6 TDCi;2016;Comprobada, funcionando;1 año;En stock;181,87 € + IVA;https://desguacesmadridnorte.com/69902-pieza.html
69905;2843ZJ93B;Airbag volante;BMW;Serie 3;320d;2016;Comprobada, funcionando;1 año;En stock;351,16 € + IVA;https://desguacesmadridnorte.com/69905-pieza.html
69908;5431GG89D;Motor de arranque;TOYOTA;Proace City;1.5 D-4D;2019;Desmontada de vehículo;1 año;En stock;136,42 € + IVA;https://desguacesmadridnorte.com/69908-pieza.html
69909;1064XG61B;Puerta trasera izquierda;SEAT;Ateca;1.5 TSI;2012;Desmontada de vehículo;1 año;En stock;150,57 € + IVA;https://desguacesmadridnorte.com/69909-pieza.html
69912;7514HJ64B;Piloto trasero izquierdo;RENAULT;Megane;1.5 dCi;2012;Comprobada, funcionando;1 año;En stock;73,55 € + IVA;https://desguacesmadridnorte.com/69912-pieza.html
69913;7713QX28A;Puerta delantera izquierda;BMW;X1;20d;2007;Desmontada de vehículo;1 año;En stock;273,43 € + IVA;https://desguacesmadridnorte.com/69913-pieza.html
69915;6920DD78C;Capó;TOYOTA;Camry;2.5 Hybrid;2012;Desmontada de vehículo;1 año;En stock;175,96 € + IVA;https://desguacesmadridnorte.com/69915-pieza.html
69916;2081KJ46F;Airbag volante;SKODA;Octavia;1.6 TDI;2013;Comprobada, funcionando;1 año;Bajo pedido 24-48h;196,68 € + IVA;https://desguacesmadridnorte.com/69916-pieza.html
69917;3264HK29C;Aleta delantera izquierda;AUDI;A3;1.6 TDI;2021;Comprobada, funcionando;1 año;Bajo pedido 24-48h;184,61 € + IVA;https://desguacesmadridnorte.com/69917-pieza.html
69919;9243LF75D;Bomba de dirección;PEUGEOT;208;1.4 HDi;2005;Desmontada de vehículo;1 año;En stock;40,71 € + IVA;https://desguacesmadridnorte.com/69919-pieza.html
69922;1003WH12A;Bomba de dirección;NISSAN;Qashqai;1.5 dCi;2007;Sin comprobar;1 año;En stock;38,25 € + IVA;https://desguacesmadridnorte.com/69922-pieza.html
69923;2482ZG97E;Aleta delantera izquierda;SKODA;Fabia;1.2 TSI;2019;Comprobada, funcionando;1 año;En stock;128,13 € + IVA;https://desguacesmadridnorte.com/69923-pieza.html
69926;7333ND70E;Módulo electrónico;VOLKSWAGEN;Golf;1.4 TSI;2020;Desmontada de vehículo;1 año;Bajo pedido 24-48h;155,62 € + IVA;https://desguacesmadridnorte.com/69926-pieza.html
69928;6204BZ10D;Cárter;NISSAN;Qashqai;1.5 dCi;2017;Comprobada, funcionando;1 año;Bajo pedido 24-48h;56,07 € + IVA;https://desguacesmadridnorte.com/69928-pieza.html
69930;6820TE25B;Colector de admisión;SEAT;Ibiza;1.2 TSI;2020;Sin comprobar;1 año;Bajo pedido 24-48h;75,83 € + IVA;https://desguacesmadridnorte.com/69930-pieza.html
69932;1312EH91E;Colector de admisión;PEUGEOT;208;1.6 HDi;2016;Comprobada, funcionando;1 año;En stock;48,17 € + IVA;https://desguacesmadridnorte.com/69932-pieza.html
69933;9913QG65A;Motor completo;TOYOTA;Camry;2.5 Hybrid;2006;Comprobada, funcionando;1 año;En stock;1.423,02 € + IVA;https://desguacesmadridnorte.com/69933-pieza.html
69935;3609MF15F;Puerta trasera izquierda;PEUGEOT;308;1.6 HDi;2008;Comprobada, funcionando;1 año;En stock;140,62 € + IVA;https://desguacesmadridnorte.com/69935-pieza.html
69937;8234LM58D;Aleta delantera izquierda;FORD;Fusion;1.4 TDCi;2021;Comprobada, funcionando;1 año;Bajo pedido 24-48h;77,08 € + IVA;https://desguacesmadridnorte.com/69937-pieza.html
69939;1925BS70E;Elevalunas delantero izquierdo;TOYOTA;Proace City;1.5 D-4D;2005;Comprobada, funcionando;1 año;En stock;46,82 € + IVA;https://desguacesmadridnorte.com/69939-pieza.html
69941;9956QJ17B;Capó;MERCEDES-BENZ;Clase A;180 CDI;2006;Comprobada, funcionando;1 año;Bajo pedido 24-48h;249,00 € + IVA;https://desguacesmadridnorte.com/69941-pieza.html
69943;2736WG76B;Radiador;VOLKSWAGEN;Passat;2.0 TDI;2016;Desmontada de vehículo;1 año;En stock;78,03 € + IVA;https://desguacesmadridnorte.com/69943-pieza.html
69944;8572YA66C;Puerta delantera derecha;AUDI;A3;2.0 TDI;2007;Desmontada de vehículo;1 año;En stock;146,55 € + IVA;https://desguacesmadridnorte.com/69944-pieza.html
69946;1273JP40F;Retrovisor derecho;AUDI;Q3;1.4 TFSI;2012;Comprobada, funcionando;1 año;En stock;191,96 € + IVA;https://desguacesmadridnorte.com/69946-pieza.html
69947;5287VS51D;Catalizador;MERCEDES-BENZ;Clase E Coupé;220 CDI;2008;Comprobada, funcionando;1 año;Bajo pedido 24-48h;532,31 € + IVA;https://desguacesmadridnorte.com/69947-pieza.html
69950;6323LH33A;Puerta trasera izquierda;HYUNDAI;Tucson;2.0 CRDi;2008;Comprobada, funcionando;1 año;En stock;274,80 € + IVA;https://desguacesmadridnorte.com/69950-pieza.html
69952;1318RW55C;Amortiguador delantero;PEUGEOT;208;1.4 HDi;2013;Comprobada, funcionando;1 año;Bajo pedido 24-48h;35,12 € + IVA;https://desguacesmadridnorte.com/69952-pieza.html
69954;5711DN60B;Centralita motor;CITROEN;C3;1.4 HDi;2019;Desmontada de vehículo;1 año;En stock;319,55 € + IVA;https://desguacesmadridnorte.com/69954-pieza.html
69957;3585ZH57A;Cinturón de seguridad;VOLKSWAGEN;Polo;1.2 TSI;2015;Desmontada de vehículo;1 año;Bajo pedido 24-48h;32,60 € + IVA;https://desguacesmadridnorte.com/69957-pieza.html
69959;2971HF17D;Colector de admisión;NISSAN;Qashqai;1.5 dCi;2018;Desmontada de vehículo;1 año;En stock;84,63 € + IVA;https://desguacesmadridnorte.com/69959-pieza.html
69961;7720EG68C;Radiador;BMW;Serie 3;320d;2011;Desmontada de vehículo;1 año;Bajo pedido 24-48h;169,15 € + IVA;https://desguacesmadridnorte.com/69961-pieza.html
69962;1588MS79B;Faro delantero izquierdo;MERCEDES-BENZ;Clase A;180 CDI;2010;Sin comprobar;1 año;Bajo pedido 24-48h;207,55 € + IVA;https://desguacesmadridnorte.com/69962-pieza.html
